"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"MTCH","Match Group, Inc.","57.59","16035872957.26","n/a","2015","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/mtch",
"MTLS","Materialise NV","16.27","275614938.9","16940070","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtls",
"MTRX","Matrix Service Company","20.59","551489292.93","n/a","1990","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/mtrx",
"MAT","Mattel, Inc.","13.21","4562684224.72","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/mat",
"MATW","Matthews International Corporation","35.86","1142902773.98","n/a","1994","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/matw",
"MXIM","Maxim Integrated Products, Inc.","54.21","14820924011.4","n/a","1988","Technology","Semiconductors","https://www.nasdaq.com/symbol/mxim",
"MXWL","Maxwell Technologies, Inc.","4.51","207498555.99","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mxwl",
"MGRC","McGrath RentCorp","57.57","1392176219.97","n/a","1984","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","1.85","133003047.15","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/mdca",
"MDJH","MDJM LTD","3.76","45044800","n/a","2019","Finance","Real Estate","https://www.nasdaq.com/symbol/mdjh",
"MDRR","Medalist Diversified REIT, Inc.","8.1745","18977772.059","n/a","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/mdrr",
"MFIN","Medallion Financial Corp.","6.07","148309390.46","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mfin",
"MFINL","Medallion Financial Corp.","25.61","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mfinl",
"MNOV","MediciNova, Inc.","8","337374480","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnov",
"MDSO","Medidata Solutions, Inc.","75.84","4723085025.6","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdso",
"MDGS","Medigus Ltd.","2.93","4824098.5","1646450","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mdgs",
"MDGSW","Medigus Ltd.","0.575","0","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mdgsw",
"MDWD","MediWound Ltd.","5.189","141030995.571","n/a","2014","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/mdwd",
"MEDP","Medpace Holdings, Inc.","56.65","2021769613.6","n/a","2016","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/medp",
"MEIP","MEI Pharma, Inc.","3.05","217004883.1","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/meip",
"MGTX","MeiraGTx Holdings plc","18.31","607594169.54","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mgtx",
"MLCO","Melco Resorts & Entertainment Limited","21.62","5226344297.48","241736554","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mlco",
"MLNT","Melinta Therapeutics, Inc.","4.06","45593381.82","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mlnt",
"MLNX","Mellanox Technologies, Ltd.","118.06","6436149042.96","n/a","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/mlnx",
"MELR","Melrose Bancorp, Inc.","19.03","46435730.99","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/melr",
"MNLO","Menlo Therapeutics Inc.","7.76","180483507.84","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnlo",
"MTSL","MER Telemanagement Solutions Ltd.","1.91","6292156.93","n/a","1997","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/mtsl",
"MELI","MercadoLibre, Inc.","497.37","22482545980.83","n/a","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/meli",
"AMTB","Mercantil Bank Holding Corporation","14.18","598926828.3","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/amtb",
"AMTBB","Mercantil Bank Holding Corporation","12.3716","522544650.846","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/amtbb",
"MBWM","Mercantile Bank Corporation","30.93","507736518.45","n/a","1998","Finance","Major Banks","https://www.nasdaq.com/symbol/mbwm",
"MERC","Mercer International Inc.","13.59","886090572.99","n/a","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/merc",
"MBIN","Merchants Bancorp","18.95","543943888.85","n/a","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/mbin",
"MRCY","Mercury Systems Inc","62.69","3037897593.74","n/a","1998","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/mrcy",
"MREO","Mereo BioPharma Group plc","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mreo",
"EBSB","Meridian Bancorp, Inc.","14.75","789357961.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ebsb",
"VIVO","Meridian Bioscience Inc.","16.85","715943053.7","n/a","1986","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/vivo",
"MRBK","Meridian Corporation","17.78","113654862.86","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/mrbk",
"MMSI","Merit Medical Systems, Inc.","58.77","3226639612.95","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mmsi",
"MACK","Merrimack Pharmaceuticals, Inc.","6.69","89263224.96","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mack",
"MRSN","Mersana Therapeutics, Inc.","4.77","227453462.28","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrsn",
"MRUS","Merus N.V.","12.83","291893623.61","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrus",
"MESA","Mesa Air Group, Inc.","8.51","203413704.53","n/a","2018","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/mesa",
"MLAB","Mesa Laboratories, Inc.","226.22","875130034.02","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mlab",
"MESO","Mesoblast Limited","4.85","38277436.75","7892255","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/meso",
"CASH","Meta Financial Group, Inc.","18.54","730846633.14","n/a","1993","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cash",
"MEOH","Methanex Corporation","57.72","4459791961.56","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/meoh",
"MGEE","MGE Energy Inc.","65.92","2285338950.4","n/a","n/a","Energy","Electric Utilities: Central","https://www.nasdaq.com/symbol/mgee",
"MGPI","MGP Ingredients, Inc.","77.24","1309820703.72","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/mgpi",
"MBOT","Microbot Medical Inc. ","7.86","33858254.76","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mbot",
"MCHP","Microchip Technology Incorporated","85.42","20241887965.26","n/a","1993","Technology","Semiconductors","https://www.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","41.62","46657968190.58","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/mu",
"MSFT","Microsoft Corporation","117.05","898032583854.3","n/a","1986","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","143.83","1478134149.99","n/a","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mstr",
"MVIS","Microvision, Inc.","0.9699","99031639.5","n/a","1996","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mvis",
"MICT","MICT, Inc.","1.26","11771064.9","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/mict",
"MPB","Mid Penn Bancorp","24","203038032","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mpb",
"MTP","Midatech Pharma PLC","0.3291","1657693.8132","5037052","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtp",
"MCEP","Mid-Con Energy Partners, LP","0.8601","26369769.7758","n/a","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mcep",
"MBCN","Middlefield Banc Corp.","42","136359846","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbcn",
"MSEX","Middlesex Water Company","56.52","928584488.16","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/msex",
"MSBI","Midland States Bancorp, Inc.","22.95","557263660.95","n/a","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/msbi",
"MSVB","Mid-Southern Bancorp, Inc.","12.89","46023938.35","n/a","2018","Finance","Savings Institutions","https://www.nasdaq.com/symbol/msvb",
"MOFG","MidWestOne Financial Group, Inc.","26.43","321680375.76","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mofg",
"MLND","Millendo Therapeutics, Inc. ","14.69","189711243.28","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mlnd",
"TIGO","Millicom International Cellular S.A.","60.73","6178622648.41","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tigo",
"MIME","Mimecast Limited","45.27","2735295881.94","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mime",
"MNDO","MIND C.T.I. Ltd.","2.19","42283245.42","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mndo",
"NERV","Minerva Neurosciences, Inc","7.59","296203324.89","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nerv",
"MGEN","Miragen Therapeutics, Inc.","3.18","98329476.42","n/a","2014","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/mgen",
"MRTX","Mirati Therapeutics, Inc.","73.23","2582646421.23","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrtx",
"MSON","MISONIX, Inc.","19.72","189061615.16","n/a","1992","Capital Goods","Medical Specialities","https://www.nasdaq.com/symbol/mson",
"MIND","Mitcham Industries, Inc.","3.99","48356402.01","n/a","1994","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mind",
"MINDP","Mitcham Industries, Inc.","24.4403","19503359.4","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mindp",
"MITK","Mitek Systems, Inc.","11.76","455519966.16","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/mitk",
"MKSI","MKS Instruments, Inc.","90.77","4919527589.02","n/a","1999","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mksi",
"MMAC","MMA Capital Holdings, Inc.","32.1","188801928","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/mmac",
"MTC","MMTec, Inc.","4.8","95040000","n/a","2019","n/a","n/a","https://www.nasdaq.com/symbol/mtc",
"MINI","Mobile Mini, Inc.","33.08","1484248987.6","n/a","1994","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/mini",
"MOBL","MobileIron, Inc.","5.3","566003790.4","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mobl",
"MMDM","Modern Media Acquisition Corp.","10.335","267418125","n/a","2017","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/mmdm",
"MMDMR","Modern Media Acquisition Corp.","0.29","0","n/a","2017","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/mmdmr",
"MMDMU","Modern Media Acquisition Corp.","10.95","0","n/a","2017","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/mmdmu",
"MMDMW","Modern Media Acquisition Corp.","0.28","0","n/a","2017","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/mmdmw",
"MRNA","Moderna, Inc.","19","6251008911","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mrna",
"MOGO","Mogo Finance Technology Inc.","2.3","53421745.8","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mogo",
"MTEM","Molecular Templates, Inc.","5.43","198173909.88","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtem",
"MBRX","Moleculin Biotech, Inc.","1.32","35810953.2","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mbrx",
"MNTA","Momenta Pharmaceuticals, Inc.","12.97","1277662962.15","n/a","2004","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mnta",
"MOMO","Momo Inc.","37.13","5823598449.53","156843481","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/momo",
"MKGI","Monaker Group, Inc.","2.1799","20907324.9844","n/a","n/a","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/mkgi",
"MCRI","Monarch Casino & Resort, Inc.","42.86","769332113.96","n/a","1993","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mcri",
"MDLZ","Mondelez International, Inc.","49.13","70952045029.37","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/mdlz",
"MGI","Moneygram International, Inc.","2.14","119986084.96","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/mgi",
"MDB","MongoDB, Inc.","152.76","8298199695.6","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdb",
"MNCL","Monocle Acquisition Corporation","9.77","0","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/mncl",
"MNCLU","Monocle Acquisition Corporation","10.1","0","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/mnclu",
"MNCLW","Monocle Acquisition Corporation","0.3","0","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/mnclw",
"MPWR","Monolithic Power Systems, Inc.","139.67","5994077720","n/a","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/mpwr",
"TYPE","Monotype Imaging Holdings Inc.","19.4","796866038.6","n/a","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/type",
"MNRO","Monro, Inc. ","79","2615173972","n/a","1991","Consumer Services","Automotive Aftermarket","https://www.nasdaq.com/symbol/mnro",
"MRCC","Monroe Capital Corporation","12.13","247992561.32","n/a","2012","n/a","n/a","https://www.nasdaq.com/symbol/mrcc",
"MRCCL","Monroe Capital Corporation","24.8732","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mrccl",
"MNST","Monster Beverage Corporation","53.51","29063858523.19","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/mnst",
"MORN","Morningstar, Inc.","120.89","5148403358.56","n/a","2005","Finance","Investment Managers","https://www.nasdaq.com/symbol/morn",
"MOR","MorphoSys AG","22.94","209243356.08","9121332","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mor",
"MOSY","MoSys, Inc.","0.2005","8645906.865","n/a","2001","Technology","Semiconductors","https://www.nasdaq.com/symbol/mosy",
"MOTA","Mota Group, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mota",
"MTFB","Motif Bio plc","2.25","3011130","1338280","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtfb",
"MTFBW","Motif Bio plc","0.4","0","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtfbw",
"MPAA","Motorcar Parts of America, Inc.","18.76","352858753.52","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/mpaa",
"MOTS","Motus GI Holdings, Inc.","3.88","83187785.88","n/a","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mots",
"MPVD","Mountain Province Diamonds Inc.","0.9","189098227.8","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/mpvd",
"MOXC","Moxian, Inc.","0.85","57253621.7","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/moxc",
"COOP","Mr. Cooper Group Inc.","10.07","914686316.14","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/coop",
"MRIC","MRI Interventions Inc","3.21","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mric",
"MSBF","MSB Financial Corp.","17.4527","94053542.7458","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/msbf",
"MTBC","MTBC, Inc.","4.62","55485008.04","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtbc",
"MTBCP","MTBC, Inc.","26.89","41310811.21","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtbcp",
"MTEC","MTech Acquisition Corp.","10.1447","75387801.875","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/mtec",
"MTECU","MTech Acquisition Corp.","10.86","0","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/mtecu",
"MTECW","MTech Acquisition Corp.","0.78","0","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/mtecw",
"MTSC","MTS Systems Corporation","53.16","951693763.56","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mtsc",
"MUDS","Mudrick Capital Acquisition Corporation","10.04","261040000","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/muds",
"MUDSU","Mudrick Capital Acquisition Corporation","10.5","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mudsu",
"MUDSW","Mudrick Capital Acquisition Corporation","0.47","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mudsw",
"LABL","Multi-Color Corporation","49.86","1022998760.64","n/a","1987","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/labl",
"MBIO","Mustang Bio, Inc.","3.52","96164629.44","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mbio",
"MFSF","MutualFirst Financial Inc.","28.22","243382317.64","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mfsf",
"MVBF","MVB Financial Corp.","15.73","182582718.89","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mvbf",
"MYSZ","My Size, Inc.","0.8301","24780468.1089","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mysz",
"MYL","Mylan N.V.","28.69","14802603950.74","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myl",
"MYND","MYnd Analytics, Inc.","1.5301","12889094.1894","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/mynd",
"MYNDW","MYnd Analytics, Inc.","0.1013","0","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/myndw",
"MYOK","MyoKardia, Inc.","54.31","2189771325.05","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myok",
"MYOS","MYOS RENS Technology Inc.","1.48","11061110.04","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myos",
"MYRG","MYR Group, Inc.","33.67","558913380.48","n/a","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/myrg",
"MYGN","Myriad Genetics, Inc.","33.11","2426045621.23","n/a","1995","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/mygn",
"NBRV","Nabriva Therapeutics plc","3.01","209796163.22","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nbrv",
"NAKD","Naked Brand Group Limited","0.3391","10051251.2315","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/nakd",
"NNDM","Nano Dimension Ltd.","0.7455","6394772.265","8577830","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/nndm",
"NANO","Nanometrics Incorporated","29.62","724614231.22","n/a","1984","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/nano",
"NSTG","NanoString Technologies, Inc.","23.41","727705374.76","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nstg",
"NAOV","NanoVibronix, Inc.","4","17114140","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/naov",
"NH","NantHealth, Inc.","0.93","101826887.61","n/a","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/nh",
"NK","NantKwest, Inc.","1.26","99650544.84","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nk",
"NSSC","NAPCO Security Technologies, Inc.","19.57","361458526.24","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/nssc",
"NDAQ","Nasdaq, Inc.","83.91","13880124191.46","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ndaq",
"NTRA","Natera, Inc.","19.68","1235714442.24","n/a","2015","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/ntra",
"NATH","Nathan&#39;s Famous, Inc.","69.11","288684840.69","n/a","1993","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/nath",
"NKSH","National Bankshares, Inc.","41.17","267834481.58","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nksh",
"FIZZ","National Beverage Corp.","56.69","2644165592.6","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/fizz",
"NCMI","National CineMedia, Inc.","7.27","574043801.91","n/a","2007","Consumer Services","Advertising","https://www.nasdaq.com/symbol/ncmi",
"NCOM","National Commerce Corporation","38.33","797768614.45","n/a","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/ncom",
"NESR","National Energy Services Reunited Corp.","10.59","920236889.61","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/nesr",
"NESRW","National Energy Services Reunited Corp.","1.08","0","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/nesrw",
"NGHC","National General Holdings Corp","23.84","2692789864.8","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghc",
"NGHCN","National General Holdings Corp","21.65","4330000","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghcn",
"NGHCO","National General Holdings Corp","22.5","3712500","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghco",
"NGHCP","National General Holdings Corp","23.62","51964000","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghcp",
"NGHCZ","National General Holdings Corp","25.13","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghcz",
"NHLD","National Holdings Corporation","3.01","37957740.45","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nhld",
"NHLDW","National Holdings Corporation","0.36","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nhldw",
"NATI","National Instruments Corporation","44.11","5833171771.02","n/a","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/nati",
"NRC","National Research Corporation","38.66","960565690","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/nrc",
"NSEC","National Security Group, Inc.","12.5","31589200","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/nsec",
"EYE","National Vision Holdings, Inc.","29.07","2273522228.73","n/a","2017","Health Care","Ophthalmic Goods","https://www.nasdaq.com/symbol/eye",
"NWLI","National Western Life Group, Inc.","256.8","933729936","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/nwli",
"NAII","Natural Alternatives International, Inc.","10.9643","82486336.6882","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/naii",
"NHTC","Natural Health Trends Corp.","12.73","144817651.16","n/a","n/a","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/nhtc",
"NATR","Nature&#39;s Sunshine Products, Inc.","9.11","175579535.25","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/natr",
"BABY","Natus Medical Incorporated","25.2","851190177.6","n/a","2001","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/baby",
"JSM","Navient Corporation","21.24","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jsm",
"NAVI","Navient Corporation","11.59","2833839850.39","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/navi",
"NMCI","Navios Maritime Containers L.P.","2.11","73012541","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nmci",
"NBCP","NB Capital Acquisition Corp.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nbcp",
"NBTB","NBT Bancorp Inc.","34.51","1509173236.76","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nbtb",
"NCSM","NCS Multistage Holdings, Inc.","4.6","214678343","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/ncsm",
"NEBU","Nebula Acquisition Corporation","9.99","343406250","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nebu",
"NEBUU","Nebula Acquisition Corporation","10.25","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nebuu",
"NEBUW","Nebula Acquisition Corporation","0.75","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nebuw",
"NKTR","Nektar Therapeutics","32.17","5600940446.03","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nktr",
"NMRD","Nemaura Medical Inc.","1.0301","213786499.7259","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nmrd",
"NEOG","Neogen Corporation","59.68","3108246359.68","n/a","1989","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/neog",
"NEO","NeoGenomics, Inc.","18.76","1774055233.44","n/a","n/a","Health Care","Precision Instruments","https://www.nasdaq.com/symbol/neo",
"NTGN","Neon Therapeutics, Inc.","5.33","151006063.52","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ntgn",
"NEON","Neonode Inc.","2.8399","24992008.8887","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/neon",
"NEOS","Neos Therapeutics, Inc.","3.28","163051020.56","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/neos",
"NVCN","Neovasc Inc.","0.4123","25556463.3268","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvcn",
"NEPT","Neptune Wellness Solutions Inc.","2.98","238293473.94","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nept",
"UEPS","Net 1 UEPS Technologies, Inc.","3.78","214832236.5","n/a","2005","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ueps",
